Settlement,Raw Sugar,Crude Oil,Wheat,Corn,Arabica Coffee,Gold,Soybean,Dow Jone,RBOB Gasoline,Specs Net Long,Line(QBRL=),Line(QTHB=),Line(QINR=),Line(Q.DXY),Line(QAUD=)
16/5/2018,11.61,71.49,514,399.25,113.25,1290.2,999.75,24768.93,2.2499,,3.5496,31.97,67.24,92.65,0.7532
17/5/2018,11.56,71.49,519,395.25,113.85,1288.2,995,24713.98,2.2431,,3.5991,31.91,67.36,92.537,0.7542
18/5/2018,11.66,71.28,538.75,402.5,113.95,1290.2,998.5,24715.09,2.2333,,3.6221,31.89,67.55,92.587,0.7525
21/5/2018,12.1,72.24,526.5,402.75,120.2,1290.2,1025.25,25013.29,2.2565,,3.653,32.12,68.07,93.219,0.7471
22/5/2018,12.15,72.13,540.5,404.75,120.85,1291.7,1030.5,24834.41,2.2702,,3.6754,32.03,67.77,93.392,0.7514
23/5/2018,12.35,71.84,551.75,408.5,119.35,1289.3,1039.25,24886.81,2.2601,,3.696,32.09,67.76,93.469,0.7509
24/5/2018,12.38,70.71,549,404.25,120.55,1303.7,1035.75,24811.76,2.2338,,3.736,32.19,67.99,93.637,0.7511
25/5/2018,12.46,67.88,564,406,120.4,1303.3,1041.5,24753.09,2.1814,,3.6769,32.14,68.11,93.677,0.7581
28/5/2018,12.46,67.88,564,406,120.4,1303.3,1041.5,24753.09,2.1814,,3.6441,31.98,68.01,93.609,0.7575
29/5/2018,12.46,66.73,556.5,400,120.25,1298.7,1030.5,24361.45,2.1441,,3.6279,32.09,68.36,94.003,0.7559
30/5/2018,12.6,68.21,540.75,393.5,120.3,1301.5,1023,24667.78,2.1842,,3.6491,31.98,68.33,93.758,0.7574
31/5/2018,12.79,67.04,542.5,394,123.7,1300.1,1018.5,24415.84,2.1603,,3.6514,31.92,67.72,94.188,0.7548
1/6/2018,12.52,65.81,540.75,391.5,122.75,1294.8,1021.25,24635.21,2.1434,,3.7341,31.99,67.4,94.188,0.7544
4/6/2018,11.9,64.75,521.5,380.75,121.5,1293.1,1001.75,24813.69,2.1224,,3.7252,32.08,67.83,94.833,0.7504
5/6/2018,12.02,65.52,529,383.75,119.45,1297.5,1001.25,24799.98,2.1062,,3.724,32.02,67.43,94.153,0.7575
6/6/2018,12.2,64.73,539.75,378.25,118.25,1297.1,994.25,25146.39,2.07,,3.7225,32.05,67.42,93.985,0.7567
7/6/2018,11.73,65.95,544.5,376.25,115.7,1298.7,974.25,25241.41,2.1148,,3.763,32.03,66.99,94.191,0.7566
8/6/2018,12.25,65.74,538.25,377.75,117.25,1298.1,969.25,25316.53,2.1153,,3.7462,31.99,67.06,94.02,0.7643
11/6/2018,12.35,66.1,534.75,367.25,117.1,1298.9,953.75,25322.31,2.1049,,3.806,31.92,67.09,93.898,0.7615
12/6/2018,12.35,66.36,553.5,377.5,117.35,1295.1,954,25320.73,2.0899,,3.8477,31.9,66.83,93.66,0.7666
13/6/2018,12.51,66.64,539,376,116.35,1296.9,936,25201.2,2.1252,,3.9065,32.02,67.41,93.397,0.7625
14/6/2018,12.23,66.89,522.25,363,115.7,1304,927.25,25175.31,2.091,,3.7091,32.03,67.52,93.551,0.7599
15/6/2018,12.02,65.06,519.75,361.25,115.2,1274.6,905.5,25090.48,2.0232,,3.7087,32.04,67.47,93.576,0.7609
18/6/2018,11.99,65.85,499.5,356,114.45,1276.2,908.5,24987.47,2.0546,,3.7174,32.08,67.47,93.802,0.7571
19/6/2018,11.84,65.07,483,353.75,114.1,1275.6,889,24700.21,2.0379,,3.7195,32.11,67.64,93.713,0.7576
20/6/2018,11.89,66.22,488.75,354.25,113.65,1271.2,889.5,24657.8,2.0235,,3.8052,32.2,67.68,94.772,0.7478
21/6/2018,11.87,65.54,493.25,357,112.6,1267.2,880.5,24461.7,2.0123,,3.7294,32.65,68.06,94.789,0.744
22/6/2018,12.05,68.58,488.75,357.25,113.85,1267.4,894.5,24580.89,2.0705,,3.746,32.65,68.03,94.801,0.7421
25/6/2018,12,68.08,469.75,350.5,114.15,1265.6,874.5,24252.8,2.0515,,3.7461,32.73,68.31,95.085,0.7381
26/6/2018,12.12,70.53,458,352.5,114.8,1256.6,867.25,24283.11,2.0746,,3.7712,32.81,68.05,95.055,0.7367
27/6/2018,11.72,72.76,460.25,352.5,114.3,1252.8,867.5,24117.59,2.1336,,3.7676,32.89,67.94,94.743,0.7379
28/6/2018,11.88,73.45,453.25,345,112.15,1247.8,861.25,24216.05,2.1329,,3.7852,32.92,67.86,94.517,0.7439
29/6/2018,11.86,74.15,470.75,350.25,111.5,1251.3,858.5,24271.41,2.1791,,3.7753,32.92,68.11,94.276,0.7413
2/7/2018,11.56,73.94,449.5,337.5,107.8,1239.8,848.5,24307.18,2.1048,,3.8011,33.01,68.36,94.659,0.7393
3/7/2018,11.39,74.14,462.25,342.75,108.35,1251.6,844,24174.82,2.1176,,3.8625,33.05,68.63,95.268,0.734
4/7/2018,11.39,74.14,462.25,342.75,108.35,1251.6,844,24174.82,2.1176,,3.8612,33.14,68.83,95.386,0.7352
5/7/2018,11.48,72.94,482,343.5,106.3,1257.3,835.5,24356.74,2.1293,,3.8765,33.02,68.45,94.636,0.7402
6/7/2018,11.51,73.8,492.25,351.75,111.25,1254.3,874,24456.48,2.1085,,3.9117,33.15,68.71,95.035,0.7339
9/7/2018,11.4,73.85,487.5,345.75,112.2,1258.1,851.75,24776.59,2.1485,,3.8966,33.15,68.55,94.671,0.7385
10/7/2018,11.41,74.11,483.75,339.75,111.95,1253.8,852.25,24919.66,2.1603,,3.9135,33.15,68.69,94.671,0.738
11/7/2018,11.29,70.38,463,331.25,109.2,1242.8,829.75,24700.45,2.0614,,3.9324,33.19,68.87,94.469,0.7386
12/7/2018,11.08,70.33,470.25,336.5,108.7,1245,830,24924.89,2.0717,,3.8624,33.14,68.8,94.036,0.7431
13/7/2018,10.96,71.01,469.25,330.25,107.05,1239.6,814,25019.41,2.1067,,3.8714,33.05,68.65,94.078,0.7466
16/7/2018,11.14,68.06,484.5,341.75,107.45,1238.1,829.5,25064.36,2.0022,,3.8143,33.17,68.75,94.152,0.7458
17/7/2018,11.13,68.08,490.75,346.25,105.7,1225.7,839.5,25119.89,2.0261,,3.8764,33.32,68.72,94.72,0.7365
18/7/2018,11.08,68.76,487.75,347.25,104.6,1226.3,842.25,25199.29,2.0444,,3.8809,33.2,68.52,94.806,0.7406
19/7/2018,10.97,69.46,496.5,351.25,105.25,1222.4,846,25064.5,2.0435,,3.8514,33.3,68.49,94.752,0.7423
20/7/2018,11.12,70.46,508.5,355.25,110.65,1229.5,849.75,25058.12,2.069,,3.8597,33.25,68.54,94.511,0.7418
23/7/2018,11.08,67.89,510.75,357.25,111.65,1224,847.75,25044.29,2.0914,,3.8375,33.3,68.42,94.945,0.7386
24/7/2018,11.19,68.52,509.75,352,110.95,1223.9,858,25241.94,2.0956,,3.8509,33.29,68.62,95.08,0.7397
25/7/2018,11.19,69.3,540.75,359.25,111,1231.4,860.75,25414.1,2.1231,,3.829,33.46,69.01,95.154,0.7358
26/7/2018,11.03,69.61,534,361.5,109.55,1225.3,861.25,25527.07,2.1623,,3.7671,33.32,68.73,94.449,0.7421
27/7/2018,10.88,68.69,532.5,362,110.45,1222.6,870.5,25451.06,2.1619,,3.7823,33.41,68.84,94.669,0.7379
30/7/2018,10.82,70.13,547.75,367.25,111.4,1221.3,875,25306.83,2.1603,,3.7471,33.37,68.94,94.608,0.742
31/7/2018,10.55,68.76,556.5,372.25,109.9,1223.7,903.75,25415.19,2.1291,,3.6877,33.21,68.72,94.363,0.7453
1/8/2018,10.48,67.66,563.75,365,108.05,1217.9,886.75,25333.82,2.0451,,3.7454,33.42,68.66,94.75,0.7376
2/8/2018,10.59,68.96,569.25,366.75,106.7,1210.6,882.5,25326.16,2.0681,,3.7099,33.38,68.6,94.675,0.74
3/8/2018,10.85,68.49,567.25,369.75,107.75,1214.2,886.25,25462.58,2.0655,,3.7304,33.27,68.6,94.324,0.7404
6/8/2018,10.98,69.01,586,371,108.75,1208.6,877.25,25502.18,2.0651,,3.7557,33.19,68.45,94.493,0.7426
7/8/2018,10.88,69.17,579.5,370.75,109.05,1209.6,889.25,25628.91,2.104,,3.7492,33.15,68.34,94.624,0.7403
8/8/2018,10.81,66.94,584.25,371.25,107.85,1212.6,893.75,25583.75,2.0195,,3.7496,33.28,68.62,95.159,0.7358
9/8/2018,10.84,66.81,578.5,369.25,107.65,1211.9,887.75,25509.23,1.9999,,3.707,33.25,68.54,95.143,0.7399
10/8/2018,10.54,67.63,559.75,357.75,107,1211.1,846,25313.14,2.0392,,3.7356,33.33,68.82,95.357,0.7386
13/8/2018,10.3,67.2,540.75,356.5,106.25,1191.3,853.5,25187.7,2.0147,,3.7505,33.2,68.62,95.216,0.742
14/8/2018,10.34,67.04,545.75,362.25,105.05,1193,864.5,25299.92,2.0341,,3.7713,33.23,68.65,95.051,0.7431
15/8/2018,10.23,65.01,535.25,361.5,102.4,1177.5,857.5,25162.41,1.9974,,3.8007,33.23,68.75,95.504,0.737
16/8/2018,10.3,65.46,547.5,365.25,101.7,1176.2,885.5,25558.73,1.9874,,3.8584,33.32,68.89,96.357,0.7301
17/8/2018,10.18,65.91,565,364.25,101.2,1176.5,881.5,25669.32,1.9809,,3.8836,33.35,70.02,96.391,0.7268
20/8/2018,10.09,66.43,547.25,362,97.25,1186.8,881.75,25758.69,2.0151,,3.8663,33.28,69.95,96.731,0.7244
21/8/2018,10.17,67.35,534.5,359.75,97.95,1192.6,874.5,25822.29,2.0179,,3.9053,33.33,69.92,96.696,0.7237
22/8/2018,10.18,67.86,530,352.5,96.4,1196.3,858.25,25733.6,2.068,,3.9059,33.15,70.08,96.645,0.7259
23/8/2018,10.12,67.83,527.25,346.75,97.2,1187,842,25656.98,2.0592,,3.9108,33.16,70.09,96.101,0.731
24/8/2018,10.23,68.72,519.25,348.5,100.55,1206.3,842,25790.35,2.0779,,3.9692,32.93,69.81,95.9,0.7339
27/8/2018,10.51,68.87,501.75,346.75,101.85,1209,834.75,26049.64,2.0896,,4.0467,32.65,69.85,95.256,0.7369
28/8/2018,10.31,68.53,499.25,341,99.25,1207.4,820.5,26064.02,2.0787,,4.0415,32.67,69.86,95.146,0.7346
29/8/2018,10.37,69.51,519.75,341.25,98.65,1204.5,823.25,26124.57,2.106,,4.1145,32.88,70.1,95.666,0.7243
30/8/2018,10.57,70.25,512.25,341,98.95,1197.7,819.5,25986.92,2.1435,,4.1012,32.6,69.96,95.146,0.7324
31/8/2018,10.6,69.8,523,351,98.1,1200.3,833,25964.82,2.1437,,4.0772,32.54,70.16,94.779,0.735
3/9/2018,10.6,69.8,523,351,98.1,1200.3,833,25964.82,2.1437,,4.1337,32.57,70.09,94.72,0.7337
4/9/2018,10.64,69.87,508,354.5,97.75,1192.7,832,25952.48,1.9942,,4.1065,32.68,70.53,94.6,0.7308
5/9/2018,10.89,68.72,501.75,351.75,100.1,1194.9,825.5,25974.99,1.9648,,4.1493,32.77,70.74,94.723,0.7263
6/9/2018,10.8,67.77,490.5,353.5,97.95,1197.9,826.75,25995.87,1.951,,4.0545,32.75,71,95.14,0.719
7/9/2018,11.01,67.75,488.5,354.25,98.8,1193.6,832,25916.54,1.97,,4.1579,32.68,71.21,95.14,0.7211
10/9/2018,11.2,67.54,503.75,355.5,97.5,1193,833.5,25857.07,1.9592,,4.16,32.78,71.58,95.439,0.7177
11/9/2018,11.18,69.25,494.25,355.25,96.2,1195.4,820.25,25971.06,2.0142,,4.1457,32.77,71.75,95.184,0.7189
12/9/2018,11.67,70.37,482.5,341.5,97.85,1204.7,829,25998.92,2.0348,,4.0587,32.78,71.94,95.021,0.7201
13/9/2018,11.68,68.59,477.5,336.25,96.4,1202,822.75,26145.99,1.9929,,4.0594,32.83,71.78,95.365,0.7106
14/9/2018,11.16,68.99,479,337,95.45,1195,821.5,26154.67,1.9702,,4.0855,32.8,72.45,95.15,0.7114
17/9/2018,10.63,68.91,512.75,348,93.45,1199.7,823.5,26062.12,1.9768,,4.1527,32.76,72.63,95.249,0.7122
18/9/2018,10.52,69.85,516,343.25,92,1196.8,814,26246.96,2.0049,,4.1569,32.7,72.15,94.799,0.7168
19/9/2018,10.76,71.12,526.25,345.75,96.7,1202.2,830,26405.76,2.0207,,4.2067,32.61,72.03,94.518,0.7192
20/9/2018,10.8,70.8,527,352.5,99.75,1206.2,850.25,26656.98,2.0146,,4.1739,32.68,71.87,94.927,0.715
21/9/2018,10.84,70.78,525.25,357.25,99.9,1196.2,847.25,26743.5,2.0171,,4.1316,32.57,72.53,94.496,0.718
24/9/2018,10.38,72.08,529,360.5,98.5,1199.3,841,26562.05,2.0547,,4.1596,32.55,72.7,94.64,0.7218
25/9/2018,10.36,72.28,522,363.75,97.1,1200,845.75,26492.21,2.0677,,4.1305,32.4,72.35,94.537,0.7263
26/9/2018,9.9,71.57,521,363,97.75,1194,850,26385.28,2.0585,,4.0766,32.33,72.01,93.912,0.7289
27/9/2018,10.05,72.12,517.25,364.75,99.3,1182.3,855,26439.93,2.0824,,4.0511,32.42,72.23,94.22,0.7289
28/9/2018,10.42,73.25,511.25,356.25,102.45,1191.5,845.5,26458.31,2.1012,,4.0914,32.42,72.66,94.185,0.7252
1/10/2018,11.61,75.3,511.5,365.75,102.2,1187.1,857.75,26651.21,2.1275,,4.0751,32.4,72.68,94.133,0.725
2/10/2018,12.07,75.23,522.5,367.5,107.65,1202.4,866,26773.94,2.1269,,4.031,32.41,72.59,94.193,0.7256
3/10/2018,12.23,76.41,518.75,364.75,106.6,1198.3,861.5,26828.39,2.1378,,4.012,32.43,72.56,94.894,0.7206
4/10/2018,12.33,74.33,522.25,367.5,106.95,1197.2,859.25,26627.48,2.1004,,4.0477,32.32,72.5,95.132,0.7228
5/10/2018,12.63,74.34,524.25,368.25,108.95,1201.2,869,26447.05,2.0861,,4.0176,32.26,72.92,95.298,0.7223
8/10/2018,12.94,74.29,517.5,366.5,111.85,1184.4,869.75,26486.78,2.0937,,3.9404,32.33,72.92,95.507,0.7186
9/10/2018,12.97,74.96,519.5,364.5,113.15,1187.2,863,26430.57,2.0774,,3.9008,32.5,73.34,95.762,0.7102
10/10/2018,12.85,73.17,516.25,362.75,111.9,1189.3,852.25,25598.74,2.0204,,3.8743,32.73,73.62,95.751,0.7072
11/10/2018,12.92,70.97,513.75,369.25,112.9,1223.5,858.25,25052.83,1.9327,,3.8406,32.8,73.77,95.624,0.7051
12/10/2018,13.07,71.34,524.25,373.75,116.55,1218.1,867.5,25339.99,1.942,,3.7786,32.9,74.06,95.761,0.7076
15/10/2018,13.43,71.78,531.75,378.25,119.35,1226.4,891.5,25250.55,1.9443,,3.7153,32.94,74.33,95.668,0.7102
16/10/2018,13.25,71.92,528,375.25,117.65,1227.3,884.75,25798.42,1.9773,,3.7545,32.98,74.24,95.508,0.706
17/10/2018,13.73,69.75,521,374.25,122.55,1223.7,885.75,25706.68,1.9187,,3.781,32.7,74.04,95.017,0.7123
18/10/2018,13.87,68.65,514.75,370.75,122.05,1226.5,863.5,25379.45,1.8911,,3.7825,32.75,73.6,95.221,0.7117
19/10/2018,13.89,69.12,516.25,367,122.1,1225.3,856.75,25444.34,1.9139,,3.7355,32.64,73.76,95.059,0.713
22/10/2018,13.82,69.17,507.75,369.5,117.65,1221.2,858.5,25317.41,1.9067,,3.7244,32.48,73.46,95.048,0.714
23/10/2018,13.81,66.43,507.5,370.25,121.1,1233.4,857.5,25191.43,1.8368,,3.6873,32.48,73.59,95.575,0.7108
24/10/2018,14.01,66.82,497,368.25,120.25,1227.8,850.25,24583.42,1.8223,,3.7214,32.63,73.52,95.9,0.7099
25/10/2018,13.97,67.33,486.5,361,121.15,1229.1,841.75,24984.55,1.8129,,3.714,32.58,73.37,95.713,0.712
26/10/2018,13.84,67.59,500.25,367.75,119.65,1232.5,845,24688.31,1.815,,3.6846,32.79,73.56,96.013,0.7079
29/10/2018,13.5,67.04,501.5,366.75,114.25,1224.5,839,24442.92,1.8249,,3.6932,32.83,73.54,95.961,0.7084
30/10/2018,13.32,66.18,494.75,364.75,112.4,1222.6,833.5,24874.64,1.8059,,3.7335,32.92,73.22,96.434,0.7058
31/10/2018,13.19,65.31,493.25,363.25,112.7,1212.3,839,25115.76,1.768,,3.7046,32.92,73.22,96.679,0.7079
1/11/2018,13.19,63.69,501.25,366.75,117.8,1236,869,25380.74,1.7165,,3.6426,33.05,73.46,96.359,0.7094
2/11/2018,13.44,63.14,504.25,371.25,120.05,1230.9,875.25,25270.83,1.7083,,3.7179,33.27,73.4,96.579,0.7055
5/11/2018,13.15,63.1,504.75,374,117.1,1229.8,873,25461.7,1.6919,,3.6972,33.25,73.67,97.011,0.7105
6/11/2018,12.96,62.21,508,373.25,113.25,1223.8,872,25635.01,1.694,,3.7218,33.11,73.95,97.127,0.7073
7/11/2018,13.01,61.67,502.25,372.25,115.6,1226.2,867.75,26180.3,1.6474,,3.7,32.89,73.45,96.277,0.7205
8/11/2018,12.84,60.67,497.25,373.5,116.65,1222.9,867.5,26191.22,1.6443,,3.6965,32.84,72.44,96.542,0.7197
9/11/2018,12.73,60.19,487.5,369.75,113.85,1206.4,875.25,25989.3,1.6214,,3.726,32.93,73.08,96.279,0.7209
12/11/2018,12.94,59.93,493.5,371.25,110.15,1201.3,871.75,25387.18,1.6367,,3.7614,32.9,72.95,96.317,0.7246
13/11/2018,12.61,55.69,486.5,366.5,109.2,1199.2,867.25,25286.49,1.5427,,3.7317,32.81,72.44,95.997,0.7274
14/11/2018,12.65,56.25,481,367,112.65,1207.9,870.5,25080.5,1.5606,,3.7604,32.96,72.37,96.724,0.7256
15/11/2018,12.65,56.46,480,367.5,110.05,1212.8,888.75,25289.27,1.5566,,3.7334,33.05,72.47,96.905,0.7224
16/11/2018,12.69,56.46,482.75,364.75,112.6,1220.8,892.25,25413.22,1.577,,3.7674,33.16,72.86,97.542,0.7172
19/11/2018,12.8,56.76,474.25,362.25,112.35,1223.1,873.75,25017.44,1.5829,,3.8031,32.93,72.61,97.303,0.7217
20/11/2018,12.46,53.43,473,361.25,110.65,1219,881,24465.64,1.4959,,3.784,32.94,72.31,96.803,0.7234
21/11/2018,12.68,54.63,469,361.75,110.3,1225.8,883,24464.69,1.5107,,3.784,32.94,71.91,96.927,0.7276
22/11/2018,12.68,54.63,469,361.75,110.3,1225.8,883,24464.69,1.5107,,3.7434,32.83,71.97,96.465,0.7334
23/11/2018,12.47,50.42,461.25,359,107.15,1221,881,24285.95,1.3913,,3.756,32.93,71.61,96.193,0.7293
26/11/2018,12.48,51.63,464.5,356,107,1220.2,862.25,24640.24,1.4426,,3.7567,32.97,71.42,96.836,0.7213
27/11/2018,12.34,51.56,458.5,356.5,109.5,1211.2,875.5,24748.73,1.4208,,3.7975,32.88,71.3,96.712,0.7261
28/11/2018,12.84,50.29,467,360.5,110.1,1221.4,890.5,25366.43,1.3979,,3.8033,32.97,70.69,96.712,0.7254
29/11/2018,12.87,51.45,466,360.25,108.5,1224.1,887.25,25338.84,1.4547,,3.828,33.07,70.65,96.916,0.7234
30/11/2018,12.84,50.93,486.5,366.5,103.25,1220.2,894.75,25538.46,1.4413,,3.9398,33.03,70.81,97.074,0.722
3/12/2018,12.91,52.95,484,371.25,103.5,1233.9,905.75,25826.43,1.4314,,3.875,33.04,70.78,97.369,0.7223
4/12/2018,12.75,53.25,483.75,374.25,101.9,1241.1,911.75,25027.07,1.4434,,3.8508,32.9,70.63,96.786,0.7304
5/12/2018,12.72,52.89,476.5,374.25,100.95,1237.1,913.5,25027.07,1.4456,,3.8515,32.9,69.77,96.778,0.7318
6/12/2018,12.64,51.49,468.75,372,100.65,1238.1,909.5,24947.67,1.4334,,3.8662,32.96,69.64,97.272,0.7315
7/12/2018,12.87,52.61,484.5,374,98.8,1246.8,916.75,24388.95,1.4858,,3.8408,32.79,70.43,97.04,0.7355
10/12/2018,12.72,51,482.75,374.25,100.45,1243.7,909.75,24423.26,1.4189,,3.8524,32.75,70.52,96.965,0.7337
11/12/2018,12.83,51.65,477.25,375,97.65,1241.9,915,24370.24,1.4398,,3.8682,32.73,70.55,97.07,0.7268
12/12/2018,12.74,51.15,483.75,376.25,97.75,1244.4,920,24527.27,1.4204,,3.8779,32.85,70.84,96.81,0.7235
13/12/2018,12.75,52.58,492.5,375.5,98.8,1242.7,907,24597.38,1.4782,,3.9074,32.85,70.85,96.514,0.7199
14/12/2018,12.65,51.2,492.5,376.75,96.95,1237,900.5,24100.51,1.4343,,3.9178,32.88,72.51,97.219,0.7189
17/12/2018,12.49,49.88,522,384,94.7,1247.4,904.75,23592.98,1.4104,,3.9039,32.82,72.27,97.388,0.7206
18/12/2018,12.3,46.24,517.25,385.5,94.35,1249.2,907.75,23675.64,1.3505,,3.8554,32.75,71.83,97.044,0.7219
19/12/2018,12.47,47.2,508.5,381.75,100.85,1252.1,900,23323.66,1.3863,,3.891,32.77,71.52,97.064,0.7226
20/12/2018,12.43,45.88,509.5,375.25,102.5,1263.6,893.5,22859.6,1.3224,,3.917,32.82,71.91,97.443,0.7176
21/12/2018,12.34,45.59,502.75,378.5,99.7,1253.8,884.75,22445.37,1.3183,,3.8994,32.78,71.6,97.1,0.7172
24/12/2018,12.4,42.53,502.5,377.75,102.2,1267.5,884,21792.2,1.2488,,3.9123,32.7,70.61,97.104,0.718
26/12/2018,12.39,46.22,495.5,373.25,103.9,1269.2,870,22878.45,1.3304,,3.8976,32.74,70.26,97.035,0.7107
27/12/2018,12.25,44.61,495,374.5,101.75,1277.3,869,23138.82,1.304,,3.8419,32.65,69.96,96.276,0.7109
28/12/2018,12.39,45.33,496,375.5,100.95,1279.9,882.75,23062.4,1.3262,,3.9039,32.64,70.13,96.956,0.7032
31/12/2018,12.03,45.41,488.75,375,101.85,1278.3,882.5,23327.46,1.3237,,3.9035,32.48,70.1,96.553,0.7057
2/1/2019,11.93,46.54,492.5,375.75,99.5,1281,894.75,23346.24,1.3256,,3.9035,32.59,70.03,96.553,0.7037
3/1/2019,11.69,47.09,503.5,379.75,102.15,1291.8,900.25,22686.22,1.3495,,3.9219,32.57,70.06,97.05,0.7065
4/1/2019,11.93,47.96,506,383,101.6,1282.7,909.5,23433.16,1.3478,,3.8732,32.53,70.34,96.481,0.7033
7/1/2019,12.65,48.52,503,382.25,102.75,1286.8,912.25,23531.35,1.3408,,3.8804,32.54,69.92,96.402,0.7041
8/1/2019,12.76,49.78,505,380,105.05,1283.2,906.25,23787.45,1.3626,,3.8804,32.33,69.56,96.173,0.7049
9/1/2019,12.87,52.36,505.5,382,105.3,1289.3,911.5,23879.12,1.4254,,3.8804,32.04,69.45,96.173,0.7052
10/1/2019,12.67,52.59,498.75,376.25,104.25,1284.7,895.5,24001.92,1.4307,,3.7897,32.26,69.98,96.819,0.6984
11/1/2019,12.78,51.59,504.5,378.25,103.85,1287.1,899.25,23995.95,1.4007,,3.7564,32.21,70.1,96.305,0.7005
14/1/2019,12.75,50.51,499,378.5,102.75,1289.1,890.75,23909.84,1.3638,,3.7154,31.98,69.54,96.179,0.7112
15/1/2019,13.16,52.11,495.5,371.25,101.3,1286.2,893.25,24065.59,1.4114,,3.7351,31.94,69.78,95.666,0.7147
16/1/2019,13.17,52.31,495.5,374,102.4,1291.6,894.5,24207.16,1.4159,,3.7132,32.03,70.13,95.903,0.7139
17/1/2019,12.85,52.07,504,380,102.4,1291,907.75,24370.1,1.43,,3.6806,31.94,70.55,95.219,0.717
18/1/2019,13.03,53.8,506,381.75,104.95,1281.3,916.75,24706.35,1.4528,,3.7104,31.92,70.41,95.539,0.7185
21/1/2019,13.03,53.8,506,381.75,104.95,1281.3,916.75,24706.35,1.4528,,3.7108,31.89,70.38,95.67,0.7215
22/1/2019,12.93,52.57,509.75,379,103.35,1282.5,909.25,24404.48,1.4015,,3.6978,31.92,70.75,95.61,0.7195
23/1/2019,12.97,52.62,515,378.75,103.4,1283.1,915,24575.62,1.3857,,3.7167,31.89,71.09,96.039,0.72
24/1/2019,12.98,53.13,511.5,377,105.3,1279.1,916,24553.24,1.3876,,3.7361,31.71,70.97,96.059,0.7166
25/1/2019,12.44,53.69,509.5,380.25,106.8,1297.4,925.25,24737.2,1.3894,,3.7502,31.75,71.05,96.065,0.7191
28/1/2019,12.79,51.99,506.75,379.75,102.65,1302.4,923.25,24528.22,1.3331,,3.7502,31.74,71.2,96.336,0.7167
29/1/2019,12.69,53.31,500.25,377.25,102.6,1308.2,919,24579.96,1.3509,,3.7535,31.8,71.18,96.336,0.7158
30/1/2019,12.53,54.23,502.25,381.25,102.1,1309.9,921,25014.86,1.3823,,3.8142,31.77,71.25,96.303,0.7122
